page_id,form_id,typetext_id,value,deleted,done
02086856,0,5,0300000000{{固定電話番号}},False,True
0226be0a,1,0,テスト{{検索}},False,True
0226be0a,2,0,やまだたろう{{姓名}},False,True
0226be0a,2,1,test@example.com{{メールアドレス}},False,True
0226be0a,2,2,テスト{{任意}},False,True
02c9c700,0,0,テスト{{任意}},False,True
03bdad02,0,0,やまだたろう{{姓名}},False,True
03bdad02,0,1,テスト{{会社}},False,True
03bdad02,0,2,テスト{{支部}},False,True
03bdad02,0,3,0300000000{{固定電話番号}},False,True
03bdad02,0,4,test@example.com{{メールアドレス}},False,True
03bdad02,0,5,test@example.com{{メールアドレス}},False,True
03d1e34b,0,0,やまだたろう{{姓名}},False,True
03d1e34b,0,1,やまだたろう{{姓名}},False,True
03d1e34b,0,2,1970{{年_西暦}},False,True
03d1e34b,0,3,1{{月}},False,True
03d1e34b,0,4,1{{日}},False,True
03d1e34b,0,5,test@example.com{{メールアドレス}},False,True
03d1e34b,0,6,100-0000{{郵便番号_ハイフンあり}},False,True
03d1e34b,0,7,東京都千代田区１−１−１{{都道府県_区市町村_番地}},False,True
03d1e34b,0,8,09000000000{{携帯電話番号}},False,True
03d1e34b,0,9,0300000000{{固定電話番号}},False,True
03d1e34b,0,10,テスト{{大学}},False,True
03d1e34b,0,11,テスト{{会社}},False,True
03d1e34b,0,12,1970{{年_西暦}},False,True
03d1e34b,0,13,1{{月}},False,True
03d1e34b,0,14,1970{{年_西暦}},False,True
03d1e34b,0,15,1{{月}},False,True
03d1e34b,0,16,テスト{{業種}},False,True
03d1e34b,0,17,テスト{{会社}},False,True
03d1e34b,0,18,1970{{年_西暦}},False,True
03d1e34b,0,19,1{{月}},False,True
03d1e34b,0,20,1970{{年_西暦}},False,True
03d1e34b,0,21,1{{月}},False,True
03d1e34b,0,22,テスト{{業種}},False,True
03d1e34b,0,23,テスト{{会社}},False,True
03d1e34b,0,24,1970{{年_西暦}},False,True
03d1e34b,0,25,1{{月}},False,True
03d1e34b,0,26,1970{{年_西暦}},False,True
03d1e34b,0,27,1{{月}},False,True
03d1e34b,0,28,テスト{{業種}},False,True
03d1e34b,0,29,アメリカ合衆国{{国}},False,True
03d1e34b,0,30,1970{{年_西暦}},False,True
03d1e34b,0,31,1{{月}},False,True
03d1e34b,0,32,1970{{年_西暦}},False,True
03d1e34b,0,33,1{{月}},False,True
03d1e34b,0,34,アメリカ合衆国{{国}},False,True
03d1e34b,0,35,1970{{年_西暦}},False,True
03d1e34b,0,36,1{{月}},False,True
03d1e34b,0,37,1970{{年_西暦}},False,True
03d1e34b,0,38,1{{月}},False,True
03d1e34b,0,39,アメリカ合衆国{{国}},False,True
03d1e34b,0,40,1970{{年_西暦}},False,True
03d1e34b,0,41,1{{月}},False,True
03d1e34b,0,42,1970{{年_西暦}},False,True
03d1e34b,0,43,1{{月}},False,True
03d1e34b,0,44,アメリカ合衆国{{国}},False,True
03d1e34b,0,45,1970{{年_西暦}},False,True
03d1e34b,0,46,1{{月}},False,True
03d1e34b,0,47,1970{{年_西暦}},False,True
03d1e34b,0,48,1{{月}},False,True
03d1e34b,0,49,英{{言語_語なし}},False,True
03d1e34b,0,50,テスト{{任意}},False,True
03d1e34b,0,51,英{{言語_語なし}},False,True
03d1e34b,0,52,テスト{{任意}},False,True
03d1e34b,0,53,英{{言語_語なし}},False,True
03d1e34b,0,54,テスト{{任意}},False,True
03e2de8b,0,0,テスト{{会社}},False,True
03e2de8b,0,1,やまだたろう{{姓名}},False,True
03ee1639,0,0,,True,True
03ee1639,1,0,やまだ{{姓}},False,True
03ee1639,1,1,たろう{{名}},False,True
03ee1639,1,2,ヤマダ{{姓_カタカナ}},False,True
03ee1639,1,3,タロウ{{名_カタカナ}},False,True
03ee1639,1,4,千代田区{{区市町村}},False,True
03ee1639,1,5,１−１−１{{番地}},False,True
043da72f,0,0,テスト{{任意}},False,True
043da72f,0,1,やまだたろう{{姓名}},False,True
043da72f,0,2,やまだたろう{{姓名}},False,True
043da72f,0,3,テスト{{職業}},False,True
043da72f,0,4,テスト{{会社}},False,True
043da72f,0,5,テスト{{部署}},False,True
043da72f,0,6,テスト{{役職}},False,True
043da72f,0,7,03-0000-0000{{固定電話番号_ハイフンあり}},False,True
043da72f,0,8,03-0000-0000{{固定電話番号_ハイフンあり}},False,True
043da72f,0,9,test@example.com{{メールアドレス}},False,True
043da72f,0,10,test@example.com{{メールアドレス}},False,True
04c589bd,0,0,やまだたろう{{姓名}},False,True
04c589bd,0,1,やまだたろう{{姓名}},False,True
04c589bd,0,2,test@example.com{{メールアドレス}},False,True
04c589bd,0,3,test@example.com{{メールアドレス}},False,True
04c589bd,0,4,1000000{{郵便番号}},False,True
04c589bd,0,5,千代田区１−１−１{{区市町村番地}},False,True
04c589bd,0,6,テスト{{会社}},False,True
04c589bd,0,7,0300000000{{固定電話番号}},False,True
04c589bd,1,0,テスト{{任意}},False,True
05038e05,0,0,やまだたろう{{姓名}},False,True
05038e05,0,1,ヤマダタロウ{{姓名_カタカナ}},False,True
05038e05,0,2,test@example.com{{メールアドレス}},False,True
05038e05,0,3,0300000000{{固定電話番号}},False,True
05038e05,0,4,0300000000{{固定電話番号}},False,True
05038e05,0,5,1000000{{郵便番号}},False,True
05038e05,0,6,千代田区１−１−１{{区市町村番地}},False,True
05038e05,0,7,テスト{{会社}},False,True
05038e05,0,8,テスト{{部署}},False,True
05038e05,0,9,テスト{{役職}},False,True
05cc7ae7,0,0,テスト{{任意}},False,True
06b3c006,1,0,testuid{{ID}},False,True
06b3c006,1,1,テスト{{会社}},False,True
06b3c006,1,2,やまだ{{姓}},False,True
06b3c006,1,3,たろう{{名}},False,True
07104998,0,0,テスト{{任意}},False,True
07104998,1,0,テスト{{任意}},False,True
07c0270b,0,0,テスト{{任意}},False,True
07c0270b,1,0,testuid{{ID}},False,True
07c0270b,1,1,やまだ{{姓}},False,True
07c0270b,1,2,たろう{{名}},False,True
07c0270b,1,3,ヤマダ{{姓_カタカナ}},False,True
07c0270b,1,4,タロウ{{名_カタカナ}},False,True
07c0270b,1,5,テスト{{会社}},False,True
07c0270b,1,6,テスト{{会社_カタカナ}},False,True
07c0270b,1,7,テスト{{部署}},False,True
07c0270b,1,8,テスト{{部署_カタカナ}},False,True
07c0270b,1,9,100{{郵便番号_上3桁}},False,True
07c0270b,1,10,0000{{郵便番号_下4桁}},False,True
07c0270b,1,11,東京都千代田区１−１−１{{都道府県_区市町村_番地}},False,True
07c0270b,1,12,テスト{{建物}},False,True
07c0270b,1,13,03{{固定電話番号_上2桁}},False,True
07c0270b,1,14,0000{{電話番号_中4桁}},False,True
07c0270b,1,15,0000{{電話番号_下4桁}},False,True
07c0270b,1,16,03{{固定電話番号_上2桁}},False,True
07c0270b,1,17,0000{{電話番号_中4桁}},False,True
07c0270b,1,18,0000{{電話番号_下4桁}},False,True
07c0270b,1,19,test@example.com{{メールアドレス}},False,True
07c0270b,1,20,test@example.com{{メールアドレス}},False,True
07c0270b,1,21,テスト{{任意}},False,True
07e60ed5,2,0,やまだたろう{{姓名}},False,True
083bb82c,0,0,やまだ{{姓}},False,True
083bb82c,0,1,たろう{{名}},False,True
083bb82c,0,2,ヤマダ{{姓_カタカナ}},False,True
083bb82c,0,3,タロウ{{名_カタカナ}},False,True
083bb82c,0,4,テスト{{建物}},False,True
083bb82c,0,5,テスト{{任意}},False,True
083bb82c,0,6,1000000{{郵便番号}},False,True
083bb82c,0,7,東京都千代田区１−１−１{{都道府県_区市町村_番地}},False,True
083bb82c,0,8,0300000000{{固定電話番号}},False,True
083bb82c,0,9,0300000000{{固定電話番号}},False,True
083bb82c,0,10,test@example.com{{メールアドレス}},False,True
083bb82c,0,11,test@example.com{{メールアドレス}},False,True
08aa5c8a,0,0,テスト{{任意}},False,True
0a33808d,0,0,,True,True
0a6c5749,0,0,やまだ{{姓}},False,True
0a6c5749,0,1,たろう{{名}},False,True
0a6c5749,0,2,http://exmample.com{{URL}},False,True
0a6c5749,0,3,http://exmample.com{{URL}},False,True
0a6c5749,0,4,http://exmample.com{{URL}},False,True
0a6c5749,0,5,http://exmample.com{{URL}},False,True
0ae060e4,2,0,やまだたろう{{姓名}},False,True
0ae060e4,2,1,ヤマダタロウ{{姓名_カタカナ}},False,True
0ae060e4,2,2,1970/01/01{{年月日_スラッシュあり}},False,True
0ae060e4,2,3,30{{年数}},False,True
0ae060e4,2,4,100-0000{{郵便番号_ハイフンあり}},False,True
0ae060e4,2,5,千代田区{{区市町村}},False,True
0ae060e4,2,6,１−１−１{{番地}},False,True
0ae060e4,2,7,テスト{{建物}},False,True
0ae060e4,2,8,03-0000-0000{{固定電話番号_ハイフンあり}},False,True
0ae63b88,0,0,12345678{{8桁数字}},False,True
0ae63b88,0,1,0300000000{{固定電話番号}},False,True
0ae63b88,0,2,ヤマダタロウ{{姓名_カタカナ}},False,True
0bc69003,0,0,テスト{{任意}},False,True
0bc69003,1,0,やまだたろう{{姓名}},False,True
0bc69003,1,1,ヤマダタロウ{{姓名_カタカナ}},False,True
0bc69003,1,2,100-0000{{郵便番号_ハイフンあり}},False,True
0bc69003,1,3,千代田区{{区市町村}},False,True
0bc69003,1,4,１−１−１{{番地}},False,True
0bec9fde,0,0,,True,True
0bec9fde,0,1,1970{{年_西暦}},False,True
0bec9fde,0,2,1{{月}},False,True
0bec9fde,0,3,1{{日}},False,True
0bec9fde,0,4,テスト{{会社}},False,True
0bec9fde,0,5,03{{固定電話番号_上2桁}},False,True
0bec9fde,0,6,0000{{電話番号_中4桁}},False,True
0bec9fde,0,7,0000{{電話番号_下4桁}},False,True
0bec9fde,0,8,テスト{{会社}},False,True
0bec9fde,0,9,テスト{{部署}},False,True
0bec9fde,0,10,やまだたろう{{姓名}},False,True
0bec9fde,0,11,ヤマダタロウ{{姓名_カタカナ}},False,True
0bec9fde,0,12,100{{郵便番号_上3桁}},False,True
0bec9fde,0,13,0000{{郵便番号_下4桁}},False,True
0bec9fde,0,14,千代田区１−１−１{{区市町村番地}},False,True
0bec9fde,0,15,03{{固定電話番号_上2桁}},False,True
0bec9fde,0,16,0000{{電話番号_中4桁}},False,True
0bec9fde,0,17,0000{{電話番号_下4桁}},False,True
0c6474ce,1,0,テスト{{クラブ}},False,True
0c6474ce,1,1,テスト{{任意}},False,True
0c6474ce,1,2,やまだ{{姓}},False,True
0c6474ce,1,3,たろう{{名}},False,True
0c6474ce,1,4,ヤマダ{{姓_カタカナ}},False,True
0c6474ce,1,5,タロウ{{名_カタカナ}},False,True
0c6474ce,1,6,1970/01/01{{年月日_スラッシュあり}},False,True
0c6474ce,1,7,100-0000{{郵便番号_ハイフンあり}},False,True
0c6474ce,1,8,千代田区１−１−１{{区市町村番地}},False,True
0c6474ce,1,9,A{{血液型}},False,True
0c6474ce,1,10,テスト{{任意}},False,True
0c6474ce,1,11,やまだたろう{{姓名}},False,True
0c6474ce,1,12,テスト{{クラブ}},False,True
0c6474ce,1,13,,True,True
0cbda859,0,0,やまだ{{姓}},False,True
0cbda859,0,1,たろう{{名}},False,True
0cbda859,0,2,ヤマダ{{姓_カタカナ}},False,True
0cbda859,0,3,タロウ{{名_カタカナ}},False,True
0cbda859,0,4,,True,True
0cbda859,0,5,１−１−１{{番地}},False,True
0cbda859,0,6,,True,True
0cbda859,0,7,,True,True
0cf805af,0,0,テスト{{会社}},False,True
0cf805af,0,1,やまだ{{姓}},False,True
0cf805af,0,2,たろう{{名}},False,True
0cf805af,0,3,test@example.com{{メールアドレス}},False,True
0cfadc9e,0,0,やまだたろう{{姓名}},False,True
0cfadc9e,0,1,ヤマダタロウ{{姓名_カタカナ}},False,True
0cfadc9e,0,2,03-0000-0000{{固定電話番号_ハイフンあり}},False,True
0d59caf0,0,0,テスト{{任意}},False,True
0d59caf0,0,1,http://exmample.com{{URL}},False,True
0d6224e0,0,0,,True,True
0d6224e0,0,1,やまだ{{姓}},False,True
0d6224e0,0,2,たろう{{名}},False,True
0d6224e0,0,3,test@example.com{{メールアドレス}},False,True
0d6224e0,0,4,,True,True
0dbc281a,0,0,テスト{{任意}},False,True
0dbc281a,1,0,test@example.com{{メールアドレス}},False,True
0ded9483,0,0,やまだたろう{{姓名}},False,True
0ded9483,0,1,ヤマダタロウ{{姓名_カタカナ}},False,True
0ded9483,0,2,30{{年数}},False,True
0ded9483,0,3,test@example.com{{メールアドレス}},False,True
0ded9483,0,4,1000000{{郵便番号}},False,True
0ded9483,0,5,0300000000{{固定電話番号}},False,True
0ded9483,0,6,テスト{{任意}},False,True
0df547d3,0,0,やまだ{{姓}},False,True
0df547d3,0,1,たろう{{名}},False,True
0df547d3,0,2,ヤマダ{{姓_カタカナ}},False,True
0df547d3,0,3,タロウ{{名_カタカナ}},False,True
0df547d3,0,4,テスト{{会社}},False,True
0df547d3,0,5,テスト{{職業}},False,True
0df547d3,0,6,テスト{{任意}},False,True
0e6b9ddd,0,0,1{{番号}},False,True
0e6b9ddd,0,1,やまだたろう{{姓名}},False,True
0e6b9ddd,0,2,やまだたろう{{姓名}},False,True
0e6b9ddd,0,3,30{{年数}},False,True
0e6b9ddd,0,4,100{{郵便番号_上3桁}},False,True
0e6b9ddd,0,5,0000{{郵便番号_下4桁}},False,True
0e6b9ddd,0,6,千代田区{{区市町村}},False,True
0e6b9ddd,0,7,テスト{{町}},False,True
0e6b9ddd,0,8,１−１−１{{番地}},False,True
0e6b9ddd,0,9,test@example.com{{メールアドレス}},False,True
0e6b9ddd,0,10,1970年1月1日{{年月日_年月日あり}},False,True
0efb4874,0,0,テスト{{会社}},False,True
0efb4874,0,1,テスト{{部署}},False,True
0efb4874,0,2,テスト{{役職}},False,True
0efb4874,0,3,やまだ{{姓}},False,True
0efb4874,0,4,たろう{{名}},False,True
0efb4874,0,5,test@example.com{{メールアドレス}},False,True
0efb4874,0,6,0300000000{{固定電話番号}},False,True
0fc637af,0,0,1{{面積}},False,True
0fc637af,0,1,1{{面積}},False,True
0fc637af,0,2,テスト{{任意}},False,True
0fc637af,0,3,テスト{{任意}},False,True
0fc637af,0,4,1{{面積}},False,True
0fc637af,0,5,1{{面積}},False,True
0fc637af,0,6,1{{面積}},False,True
0fc637af,0,7,1{{面積}},False,True
0fc637af,0,8,1{{台}},False,True
0fc637af,0,9,1{{人}},False,True
0fc637af,0,10,1{{円}},False,True
0fc637af,0,11,1{{円}},False,True
0fc637af,0,12,テスト{{任意}},False,True
0fc637af,0,13,やまだたろう{{姓名}},False,True
0fc637af,0,14,ヤマダタロウ{{姓名_カタカナ}},False,True
0fc637af,0,15,test@example.com{{メールアドレス}},False,True
0fc637af,0,16,100{{郵便番号_上3桁}},False,True
0fc637af,0,17,0000{{郵便番号_下4桁}},False,True
0fc637af,0,18,東京都千代田区１−１−１{{都道府県_区市町村_番地}},False,True
0fc637af,0,19,03{{固定電話番号_上2桁}},False,True
0fc637af,0,20,0000{{電話番号_中4桁}},False,True
0fc637af,0,21,0000{{電話番号_下4桁}},False,True
0fc637af,0,22,03{{固定電話番号_上2桁}},False,True
0fc637af,0,23,0000{{電話番号_中4桁}},False,True
0fc637af,0,24,0000{{電話番号_下4桁}},False,True
0fc637af,0,25,090{{携帯電話番号_上3桁}},False,True
0fc637af,0,26,0000{{電話番号_中4桁}},False,True
0fc637af,0,27,0000{{電話番号_下4桁}},False,True
0fc637af,0,28,30{{年数}},False,True
0fcfe133,0,0,やまだ{{姓}},False,True
0fcfe133,0,1,たろう{{名}},False,True
0fcfe133,0,2,ヤマダ{{姓_カタカナ}},False,True
0fcfe133,0,3,タロウ{{名_カタカナ}},False,True
0fee8896,0,0,1234567890{{10桁数字}},False,True
0fee8896,0,1,1{{番号}},False,True
0fee8896,0,2,テスト{{会社}},False,True
0fee8896,0,3,テスト{{会社}},False,True
0fee8896,0,4,テスト{{部署}},False,True
0fee8896,0,5,やまだたろう{{姓名}},False,True
0fee8896,0,6,ヤマダタロウ{{姓名_カタカナ}},False,True
0fee8896,0,7,100-0000{{郵便番号_ハイフンあり}},False,True
0fee8896,0,8,東京都千代田区１−１−１{{都道府県_区市町村_番地}},False,True
0fee8896,0,9,03-0000-0000{{固定電話番号_ハイフンあり}},False,True
0fee8896,0,10,test@example.com{{メールアドレス}},False,True
100295d4,1,0,,True,True
100295d4,1,1,テスト{{会社}},False,True
100295d4,1,2,,True,True
100295d4,1,3,,True,True
100295d4,1,4,,True,True
100295d4,1,5,,True,True
100295d4,1,6,,True,True
100295d4,1,7,,True,True
100295d4,1,8,,True,True
100295d4,1,9,,True,True
100295d4,1,10,,True,True
100295d4,1,11,,True,True
100295d4,1,12,,True,True
100295d4,1,13,,True,True
100295d4,1,14,,True,True
100295d4,1,15,,True,True
100295d4,1,16,,True,True
100295d4,1,17,,True,True
100295d4,1,18,,True,True
100295d4,1,19,,True,True
100295d4,1,20,,True,True
119b45a7,0,0,test@example.com{{メールアドレス}},False,True
119b45a7,0,1,,True,True
119b45a7,0,2,やまだたろう{{姓名}},False,True
119b45a7,0,3,1{{バージョン}},False,True
119b45a7,0,4,テスト{{任意}},False,True
1247eab0,0,0,test@example.com{{メールアドレス}},False,True
1247eab0,0,1,テスト{{任意}},False,True
12b1cdee,0,0,やまだたろう{{姓名}},False,True
12b72396,1,0,やまだたろう{{姓名}},False,True
12b72396,1,1,1970{{年_西暦}},False,True
12b72396,1,2,1{{月}},False,True
12b72396,1,3,1{{日}},False,True
12b72396,1,4,東京都千代田区１−１−１{{都道府県_区市町村_番地}},False,True
12b72396,1,5,0300000000{{固定電話番号}},False,True
12e2955d,0,0,やまだ{{姓}},False,True
12e2955d,0,1,たろう{{名}},False,True
12e2955d,0,2,テスト{{業種}},False,True
12e2955d,0,3,テスト{{会社}},False,True
12e2955d,0,4,テスト{{部署}},False,True
12e2955d,0,5,100{{郵便番号_上3桁}},False,True
12e2955d,0,6,0000{{郵便番号_下4桁}},False,True
12e2955d,0,7,東京都千代田区１−１−１{{都道府県_区市町村_番地}},False,True
12e2955d,0,8,03{{固定電話番号_上2桁}},False,True
12e2955d,0,9,0000{{電話番号_中4桁}},False,True
12e2955d,0,10,0000{{電話番号_下4桁}},False,True
12e2955d,0,11,03{{固定電話番号_上2桁}},False,True
12e2955d,0,12,0000{{電話番号_中4桁}},False,True
12e2955d,0,13,0000{{電話番号_下4桁}},False,True
12e2955d,0,14,test@example.com{{メールアドレス}},False,True
12e2955d,0,15,test@example.com{{メールアドレス}},False,True
13a48d62,0,0,やまだたろう{{姓名}},False,True
13a48d62,0,1,テスト{{会社}},False,True
13a48d62,0,2,テスト{{部署}},False,True
13fd36fb,0,0,テスト{{会社}},False,True
13fd36fb,0,1,テスト{{会社_カタカナ}},False,True
13fd36fb,0,2,やまだたろう{{姓名}},False,True
13fd36fb,0,3,ヤマダタロウ{{姓名_カタカナ}},False,True
142bbeb6,2,0,1000000{{郵便番号}},False,True
142bbeb6,2,1,千代田区{{区市町村}},False,True
142bbeb6,2,2,１−１−１{{番地}},False,True
142bbeb6,2,3,テスト{{建物}},False,True
142bbeb6,2,4,やまだ{{姓}},False,True
142bbeb6,2,5,たろう{{名}},False,True
142bbeb6,2,6,テスト{{会社}},False,True
142bbeb6,2,7,0300000000{{固定電話番号}},False,True
142bbeb6,2,8,test@example.com{{メールアドレス}},False,True
14637f21,0,0,test@example.com{{メールアドレス}},False,True
14637f21,1,0,テスト{{任意}},False,True
14637f21,1,1,1{{円}},False,True
14637f21,2,0,テスト{{会社}},False,True
14637f21,2,1,テスト{{部署}},False,True
14637f21,2,2,やまだ{{姓}},False,True
14637f21,2,3,たろう{{名}},False,True
14637f21,2,4,やまだ{{姓}},False,True
14637f21,2,5,たろう{{名}},False,True
14637f21,2,6,100-0000{{郵便番号_ハイフンあり}},False,True
14637f21,2,7,千代田区{{区市町村}},False,True
14637f21,2,8,１−１−１{{番地}},False,True
14637f21,2,9,0300000000{{固定電話番号}},False,True
14637f21,2,10,0300000000{{固定電話番号}},False,True
14637f21,2,11,09000000000{{携帯電話番号}},False,True
14637f21,2,12,test@example.com{{メールアドレス}},False,True
14637f21,2,13,test@example.com{{メールアドレス}},False,True
1477d9e2,0,0,1234567890{{10桁数字}},False,True
14ad9bd7,2,0,test@example.com{{メールアドレス}},False,True
14ad9bd7,2,1,test@example.com{{メールアドレス}},False,True
1551a9ed,0,0,やまだ{{姓}},False,True
1551a9ed,0,1,,True,True
1551a9ed,0,2,たろう{{名}},False,True
1551a9ed,0,3,やまだ{{姓}},False,True
1551a9ed,0,4,たろう{{名}},False,True
1551a9ed,0,5,100{{郵便番号_上3桁}},False,True
1551a9ed,0,6,0000{{郵便番号_下4桁}},False,True
1551a9ed,0,7,千代田区{{区市町村}},False,True
1551a9ed,0,8,１−１−１{{番地}},False,True
1551a9ed,0,9,テスト{{建物}},False,True
1551a9ed,0,10,1970{{年_西暦}},False,True
1551a9ed,0,11,1{{月}},False,True
1551a9ed,0,12,,True,True
16298b5c,0,0,1234567890{{10桁数字}},False,True
16298b5c,0,1,1234567890{{10桁数字}},False,True
16298b5c,0,2,やまだたろう{{姓名}},False,True
16298b5c,0,3,ヤマダタロウ{{姓名_カタカナ}},False,True
16298b5c,0,4,テスト{{会社}},False,True
16298b5c,0,5,テスト{{部署}},False,True
16298b5c,0,6,03-0000-0000{{固定電話番号_ハイフンあり}},False,True
16298b5c,0,7,03-0000-0000{{固定電話番号_ハイフンあり}},False,True
16298b5c,0,8,test@example.com{{メールアドレス}},False,True
16298b5c,0,9,100-0000{{郵便番号_ハイフンあり}},False,True
16298b5c,0,10,東京都千代田区１−１−１{{都道府県_区市町村_番地}},False,True
175e684e,0,0,1234{{4桁数字}},False,True
175e684e,0,1,1234{{4桁数字}},False,True
175e684e,0,2,1234{{4桁数字}},False,True
175e684e,0,3,1234{{4桁数字}},False,True
175e684e,0,4,123{{3桁数字}},False,True
17755b1f,0,0,やまだ{{姓}},False,True
17755b1f,0,1,たろう{{名}},False,True
17755b1f,0,2,ヤマダ{{姓_カタカナ}},False,True
17755b1f,0,3,タロウ{{名_カタカナ}},False,True
17755b1f,0,4,03{{固定電話番号_上2桁}},False,True
17755b1f,0,5,0000{{電話番号_中4桁}},False,True
17755b1f,0,6,0000{{電話番号_下4桁}},False,True
17755b1f,0,7,1970{{年_西暦}},False,True
17755b1f,0,8,1{{月}},False,True
17755b1f,0,9,1{{日}},False,True
17755b1f,0,10,100{{郵便番号_上3桁}},False,True
17755b1f,0,11,0000{{郵便番号_下4桁}},False,True
17755b1f,0,12,千代田区１−１−１{{区市町村番地}},False,True
17b67594,1,0,テスト{{任意}},False,True
17b67594,1,1,test@example.com{{メールアドレス}},False,True
17b67594,1,2,テスト{{会社}},False,True
17b67594,1,3,テスト{{部署}},False,True
17b67594,1,4,テスト{{役職}},False,True
17b67594,1,5,やまだたろう{{姓名}},False,True
17b67594,1,6,1000000{{郵便番号}},False,True
17b67594,1,7,東京都千代田区１−１−１{{都道府県_区市町村_番地}},False,True
17b67594,1,8,03-0000-0000{{固定電話番号_ハイフンあり}},False,True
17b67594,1,9,03-0000-0000{{固定電話番号_ハイフンあり}},False,True
1824ff10,0,0,1234567890{{10桁数字}},False,True
1824ff10,0,1,test@example.com{{メールアドレス}},False,True
1824ff10,0,2,test@example.com{{メールアドレス}},False,True
182928d1,0,0,,True,True
19372e24,0,0,4242424242424242{{クレジットカード番号}},False,True
19808e33,1,0,テスト{{任意}},False,True
19808e33,3,0,,True,True
19808e33,3,1,,True,True
19808e33,3,2,,True,True
19808e33,3,3,,True,True
19808e33,3,4,,True,True
19808e33,3,5,,True,True
19808e33,3,6,,True,True
19808e33,3,7,,True,True
19808e33,3,8,,True,True
19808e33,3,9,,True,True
19808e33,3,10,,True,True
19808e33,3,11,,True,True
19808e33,3,12,,True,True
19c090e8,0,0,やまだたろう{{姓名}},False,True
19c090e8,0,1,やまだたろう{{姓名}},False,True
19c090e8,0,2,test@example.com{{メールアドレス}},False,True
19c090e8,0,3,0300000000{{固定電話番号}},False,True
1adfd69f,1,0,やまだたろう{{姓名}},False,True
1adfd69f,1,1,やまだたろう{{姓名}},False,True
1adfd69f,1,2,test@example.com{{メールアドレス}},False,True
1adfd69f,1,3,test@example.com{{メールアドレス}},False,True
1adfd69f,1,4,100{{郵便番号_上3桁}},False,True
1adfd69f,1,5,0000{{郵便番号_下4桁}},False,True
1adfd69f,1,6,千代田区{{区市町村}},False,True
1adfd69f,1,7,１−１−１{{番地}},False,True
1adfd69f,1,8,0300000000{{固定電話番号}},False,True
1ae3e63a,0,0,test@example.com{{メールアドレス}},False,True
1ae3e63a,0,1,test@example.com{{メールアドレス}},False,True
